X,Y,Frame
169.75770568847656,478.75775146484375,0
190.3258056640625,492.3258056640625,1
193.96356201171875,493.0198974609375,2
195.65379333496094,488.65380859375,3
195.23233032226562,488.32275390625,4
184.47679138183594,512.476806640625,5
168.4821319580078,577.6921997070312,6
161.419677734375,669.5791625976562,7
168.30848693847656,746.711181640625,8
181.03939819335938,824.3389892578125,9
194.2963104248047,898.7384643554688,10
216.57720947265625,952.4230346679688,11
227.6255340576172,1019.7868041992188,12
227.5634002685547,1087.1170654296875,13
240.4075164794922,1127.175048828125,14
253.27073669433594,1154.641357421875,15
260.4559631347656,1170.8497314453125,16
263.9161376953125,1172.9095458984375,17
267.42559814453125,1153.425537109375,18
258.3519592285156,1129.7642822265625,19
247.24110412597656,1100.851318359375,20
240.92514038085938,1065.5474853515625,21
224.9246368408203,1040.0360107421875,22
204.64456176757812,1021.3570556640625,23
194.85186767578125,996.339111328125,24
190.04685974121094,971.046875,25
181.38433837890625,953.3843383789062,26
177.70240783691406,935.702392578125,27
179.1101837158203,917.5687255859375,28
186.5460205078125,896.9044189453125,29
191.2245635986328,880.763916015625,30
194.97401428222656,867.3605346679688,31
197.44813537597656,849.8469848632812,32
188.75946044921875,837.9384155273438,33
183.37542724609375,829.1998291015625,34
177.8033905029297,827.6387329101562,35
182.5049285888672,817.175048828125,36
196.68409729003906,795.8392333984375,37
211.05526733398438,776.572265625,38
235.2511444091797,749.7984619140625,39
271.69744873046875,711.6561279296875,40
303.9164123535156,677.1145629882812,41
330.8143310546875,655.1591186523438,42
359.9535827636719,634.673828125,43
406.950927734375,588.7571411132812,44
428.4259948730469,566.4259643554688,45
444.8070068359375,549.0687255859375,46
458.772216796875,534.772216796875,47
480.3963928222656,509.3553466796875,48
489.307861328125,494.307861328125,49
494.34136962890625,483.2227783203125,50
481.54779052734375,497.4178466796875,51
457.47454833984375,524.4745483398438,52
434.3265686035156,558.93212890625,53
423.9686584472656,578.9686279296875,54
410.5294494628906,597.1761474609375,55
389.59185791015625,622.7874145507812,56
370.1627197265625,649.3082885742188,57
345.727783203125,679.0729370117188,58
322.3824462890625,710.2568969726562,59
299.086669921875,739.3455810546875,60
280.71990966796875,762.178466796875,61
251.12796020507812,790.1279296875,62
228.53631591796875,807.0745239257812,63
204.20225524902344,827.2022705078125,64
180.5799560546875,846.585205078125,65
168.87969970703125,852.0333251953125,66
169.05856323242188,849.9662475585938,67
177.88267517089844,849.7027587890625,68
201.4744873046875,844.6222534179688,69
218.7799835205078,853.6182861328125,70
244.6475067138672,855.9418334960938,71
267.0911560058594,862.8422241210938,72
280.6821594238281,886.863037109375,73
306.4471740722656,909.3597412109375,74
335.2210388183594,935.0554809570312,75
357.9196472167969,963.9573974609375,76
379.8890075683594,991.9581909179688,77
409.0053405761719,1018.9337768554688,78
443.9583740234375,1041.5577392578125,79
482.04974365234375,1062.7906494140625,80
506.591552734375,1091.6290283203125,81
529.57861328125,1110.4879150390625,82
552.7899780273438,1120.37744140625,83
566.1643676757812,1127.0440673828125,84
580.4808349609375,1127.0513916015625,85
589.7632446289062,1131.673828125,86
601.0367431640625,1128.614501953125,87
600.5418090820312,1129.53515625,88
590.0447387695312,1135.41552734375,0
